12:15:46.233655 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:15:46.234666 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:15:46.245639 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is dropped
12:15:47.225928 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 2.2ms
12:15:47.228904 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:15:47.229401 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 6.1ms
12:15:47.236796 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:15:47.245774 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 2ms
12:15:47.249315 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:15:48.225790 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 5.4ms
12:15:48.228834 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 6ms
12:15:48.233024 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:15:48.235118 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:15:48.245852 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 8.1ms
12:15:48.255324 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:15:49.226310 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 1.6ms
12:15:49.229318 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 3.9ms
12:15:49.229318 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:15:49.233452 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:15:49.247122 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is dropped
12:15:50.226169 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is dropped
12:15:50.229802 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 400µs
12:15:50.231306 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:15:50.246257 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 900µs
12:15:50.248267 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:15:51.226835 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 1.9ms
12:15:51.229341 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:15:51.230344 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 4ms
12:15:51.234381 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:15:51.247271 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 4ms
12:15:51.251928 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:15:52.226592 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is dropped
12:15:52.230630 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 7.3ms
12:15:52.238410 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:15:52.248078 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 4.3ms
12:15:52.254349 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:15:53.227518 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 9ms
12:15:53.232038 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 6.9ms
12:15:53.236625 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:15:53.239677 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:15:53.248477 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 3.6ms
12:15:53.253745 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:15:54.227594 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 7.2ms
12:15:54.231633 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is dropped
12:15:54.236756 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:15:54.249008 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 7.4ms
12:15:54.257732 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:15:55.228186 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 2.4ms
12:15:55.231805 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:15:55.232812 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 600µs
12:15:55.234821 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:15:55.254061 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 5.2ms
12:15:55.260572 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:15:56.231231 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is dropped
12:15:56.236744 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is dropped
12:15:56.254388 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 1.7ms
12:15:56.256870 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:15:57.230901 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 6.5ms
12:15:57.236812 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 7.9ms
12:15:57.238909 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:15:57.245491 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:15:57.254749 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is dropped
12:15:58.231057 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 3.1ms
12:15:58.234673 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:15:58.237111 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 5.5ms
12:15:58.243918 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:15:58.255163 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 4.3ms
12:15:58.260409 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:15:59.231525 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 6.6ms
12:15:59.236587 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 6.7ms
12:15:59.238186 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:15:59.243356 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:15:59.254882 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 800µs
12:15:59.256386 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:00.232345 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 5.3ms
12:16:00.237349 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 8.4ms
12:16:00.238351 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:00.245910 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:00.255348 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 7.4ms
12:16:00.263318 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:01.233496 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 3.7ms
12:16:01.236505 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 6.7ms
12:16:01.238557 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:01.244577 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:01.256010 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 5.8ms
12:16:01.263715 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:02.234225 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 4.6ms
12:16:02.237774 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 2.4ms
12:16:02.240202 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:02.240202 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:02.257011 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 5.7ms
12:16:02.264483 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:03.234511 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is dropped
12:16:03.238016 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 3.1ms
12:16:03.241152 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:03.257531 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 8.3ms
12:16:03.266707 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:04.233622 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 1.6ms
12:16:04.236600 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:04.238603 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 7.7ms
12:16:04.247245 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:04.257766 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 3.6ms
12:16:04.261795 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:05.235461 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 500µs
12:16:05.236500 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:05.239974 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 8.9ms
12:16:05.249982 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:05.258034 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 8.7ms
12:16:05.267840 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:06.236185 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 900µs
12:16:06.237688 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:06.239701 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 5.9ms
12:16:06.247260 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:06.256932 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 200µs
12:16:06.258010 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:07.237241 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 4.5ms
12:16:07.239848 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 5.3ms
12:16:07.243861 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:07.246899 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:07.257971 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 2ms
12:16:07.260454 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:08.241173 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is dropped
12:16:08.242176 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 7.6ms
12:16:08.253706 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:08.259219 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 6.6ms
12:16:08.266276 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:09.243553 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 9.5ms
12:16:09.244122 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 3.4ms
12:16:09.250712 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:09.254109 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:09.258740 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 6.7ms
12:16:09.265545 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:10.245574 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 7.5ms
12:16:10.246576 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 8ms
12:16:10.254754 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:10.257373 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:10.259378 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is dropped
12:16:11.244098 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 6.5ms
12:16:11.245602 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is dropped
12:16:11.252646 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:11.259200 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 4.2ms
12:16:11.264237 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:12.250175 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 6.2ms
12:16:12.250676 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 7.2ms
12:16:12.257538 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:12.260083 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is dropped
12:16:12.261051 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:13.246824 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 2.7ms
12:16:13.250829 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is dropped
12:16:13.252334 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:13.260069 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 1.3ms
12:16:13.261573 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:14.247372 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 7.4ms
12:16:14.249843 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 4ms
12:16:14.255858 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:14.256359 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:14.260876 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 3.2ms
12:16:14.265384 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:15.248241 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 200µs
12:16:15.249273 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 8.3ms
12:16:15.250250 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:15.261275 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:15.262278 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 8.6ms
12:16:15.271406 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:16.249473 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 6.2ms
12:16:16.249979 [queue=2] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 2.1ms
12:16:16.253632 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:16.257146 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:16.262660 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 9.8ms
12:16:16.274452 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:17.250556 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 6.5ms
12:16:17.251053 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 4.5ms
12:16:17.258068 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:17.258569 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:17.263582 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is dropped
12:16:18.250217 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 9.9ms
12:16:18.250217 [queue=2] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 2ms
12:16:18.254090 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:18.260603 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:18.267618 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 5.9ms
12:16:18.274457 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:19.250251 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 2.4ms
12:16:19.250752 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 5.3ms
12:16:19.253902 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:19.258429 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:19.269462 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 7.5ms
12:16:19.277770 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:20.251579 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 8.9ms
12:16:20.252546 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 4.5ms
12:16:20.260388 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:20.261896 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:20.273427 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 8.1ms
12:16:20.282512 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:21.252675 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is dropped
12:16:21.253176 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is dropped
12:16:21.273908 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 2.9ms
12:16:21.277421 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:22.252560 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 9.5ms
12:16:22.253059 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 7.2ms
12:16:22.263006 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:22.263507 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:22.275320 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 7.7ms
12:16:22.283842 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:23.252341 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 7.3ms
12:16:23.252846 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 5.9ms
12:16:23.261110 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:23.261615 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:23.275081 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 8ms
12:16:23.285108 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:24.253187 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 600µs
12:16:24.253656 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 4.4ms
12:16:24.255194 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:24.259635 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:24.281840 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 9.4ms
12:16:24.293337 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:25.258527 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 3.3ms
12:16:25.259022 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 1ms
12:16:25.261504 [queue=1] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:25.263005 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:25.291998 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 9.5ms
12:16:25.302844 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:26.255754 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 2.3ms
12:16:26.259246 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:26.259246 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is dropped
12:16:26.293379 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 7.7ms
12:16:26.302657 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:27.256007 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 7.1ms
12:16:27.261506 [queue=2] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delayed for 9.8ms
12:16:27.265019 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:27.272605 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is delivered
12:16:27.295304 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 7.9ms
12:16:27.304101 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
12:16:28.257030 [queue=1] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delayed for 2.1ms
12:16:28.260173 [queue=0] packet #1, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=6 is delivered
12:16:28.262182 [queue=0] packet #2, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=49 is dropped
12:16:28.295423 [queue=1] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delayed for 1ms
12:16:28.297429 [queue=0] packet #3, 127.0.0.1:8000 -> 127.0.0.1:1234, sz=0 is delivered
